area,bedrooms,bathrooms,age,location,property_type,floor,facing,amenities_score,price
671.6,2,1,20,Miyapur,Apartment,17,West,6.98,3086893.68
1537.6,3,2,29,Gachibowli,Villa,24,East,5.5,22422535.63
1991.9,2,1,24,Gachibowli,Villa,23,West,6.76,29499329.9
1598.6,4,3,32,Madhapur,Apartment,9,North,1.05,12077233.16
1346.6,4,4,1,Gachibowli,Villa,11,West,9.36,21423944.5
603.4,5,4,14,Kondapur,Apartment,21,North-East,4.17,4703398.18
1367.9,5,4,21,LB Nagar,Independent House,0,West,7.76,4162561.0
2078.2,1,1,30,Kukatpally,Studio,21,North,9.91,10599189.51
721.2,3,2,10,Miyapur,Apartment,4,South,8.73,3458216.93
1265.4,2,1,23,Kondapur,Apartment,6,East,3.12,7479555.49
1186.9,2,1,7,Banjara Hills,Studio,12,West,4.02,13266542.77
1016.3,2,2,20,Banjara Hills,Villa,17,East,6.49,19883549.9
1536.4,4,3,27,Madhapur,Studio,8,North-East,5.38,10131017.89
1643.8,3,3,28,Gachibowli,Apartment,23,North-East,4.1,16300521.69
1638.1,1,1,15,Uppal,Studio,19,East,6.53,3917033.18
862.8,5,5,16,Uppal,Apartment,18,North-East,9.1,3729025.81
494.7,4,4,30,Uppal,Apartment,19,North-East,3.09,1536409.77
1544.3,2,2,19,Miyapur,Apartment,0,East,1.28,4905515.63
1121.7,3,3,12,Kukatpally,Villa,20,East,6.76,8789895.33
2411.1,3,2,9,Miyapur,Studio,15,North-East,5.9,9984894.71
2436.5,3,3,24,Kondapur,Independent House,4,West,9.06,17117384.08
2494.9,2,1,24,Miyapur,Independent House,19,North,7.43,13137035.23
882.9,3,3,18,Uppal,Apartment,2,South,3.97,2754288.6
1713.2,1,1,5,Uppal,Apartment,15,East,6.33,6557285.08
1879.0,3,2,5,Kukatpally,Apartment,14,North,8.62,11399605.95
1817.1,2,2,8,Banjara Hills,Apartment,0,North,3.47,24039664.6
1205.1,2,1,0,Miyapur,Apartment,9,North-East,0.14,4770845.86
2103.5,2,1,16,Madhapur,Studio,3,North-East,6.26,15130037.42
1400.3,3,3,14,Miyapur,Independent House,23,West,0.26,6338792.86
1470.5,2,2,13,Kukatpally,Villa,20,South,9.37,12588379.18
554.2,2,2,32,LB Nagar,Apartment,24,North,1.68,1443605.86
1754.6,2,2,8,Madhapur,Apartment,12,North,3.74,16871268.77
1256.8,5,5,28,LB Nagar,Apartment,8,North-East,9.46,3893554.27
1655.6,2,1,6,Uppal,Apartment,23,West,0.8,6402413.14
1529.3,2,2,21,Madhapur,Apartment,7,South,0.04,10402368.89
1499.5,2,1,30,Kondapur,Apartment,10,North,1.04,8393906.57
1374.9,3,2,29,Kukatpally,Apartment,3,South,9.86,6192205.64
1832.6,2,1,20,Uppal,Independent House,20,North,9.72,6126369.31
1290.6,2,1,7,Miyapur,Apartment,2,South-West,3.85,4940326.43
599.6,4,4,13,Uppal,Apartment,0,North,7.43,2156638.63
1712.9,3,2,14,Madhapur,Apartment,20,East,7.36,16804145.12
955.0,3,2,29,Kukatpally,Apartment,21,North,1.0,4482313.42
671.7,2,2,13,Kondapur,Apartment,21,West,2.35,4787508.25
837.8,5,4,28,LB Nagar,Apartment,21,North,8.89,2715173.18
1555.8,5,4,33,Madhapur,Independent House,3,South-West,1.66,13440103.88
1346.9,3,2,3,Kukatpally,Apartment,9,East,5.21,7858368.23
300.0,3,3,32,Banjara Hills,Studio,19,East,2.44,3367887.5
1189.0,4,4,19,Uppal,Apartment,7,West,5.58,3837231.99
2043.1,5,4,21,Kondapur,Apartment,19,North,1.97,15234863.27
1151.8,1,1,10,Madhapur,Apartment,22,East,2.16,9310749.74
1309.0,5,4,11,Kukatpally,Apartment,24,North-East,0.47,7363162.46
1973.6,3,2,18,Kondapur,Apartment,19,South,9.9,15886171.7
1837.5,3,2,6,Uppal,Studio,19,North-East,1.13,5490108.52
1962.0,2,2,25,Kukatpally,Apartment,14,North,4.16,9402010.72
300.0,2,1,23,Kukatpally,Independent House,1,South-West,4.18,1700187.58
2353.4,4,4,0,Banjara Hills,Apartment,10,North-East,3.04,40449923.44
1750.0,3,2,7,Banjara Hills,Apartment,23,South-West,7.94,28784180.75
2753.8,2,2,17,Kondapur,Apartment,22,East,3.38,17155198.24
969.7,3,2,25,LB Nagar,Apartment,5,North-East,6.25,2274376.38
430.1,2,1,10,LB Nagar,Apartment,18,North,5.43,1435486.57
1404.0,3,3,31,Miyapur,Studio,7,West,8.64,5252839.01
1248.5,3,3,18,Miyapur,Independent House,10,West,8.19,6391199.71
1759.5,3,3,18,Kondapur,Studio,16,West,2.18,8848506.05
1991.2,2,1,3,Gachibowli,Apartment,12,East,7.5,22173917.91
1352.0,1,1,21,Banjara Hills,Villa,15,North,7.93,24664480.6
1267.6,2,2,28,Madhapur,Independent House,2,North-East,9.19,11111551.35
1687.5,3,2,7,Madhapur,Independent House,7,North,9.63,20792891.63
1259.0,4,3,19,Gachibowli,Studio,20,East,7.37,12190632.09
1213.0,3,3,0,Madhapur,Independent House,15,North-East,4.5,14322375.2
1970.4,3,3,7,Banjara Hills,Studio,21,West,2.93,25364936.93
2092.9,2,2,2,Kukatpally,Independent House,24,South-West,8.65,14595415.11
1996.2,1,1,26,LB Nagar,Apartment,8,North,9.16,5183685.31
1307.5,4,3,34,Miyapur,Independent House,6,East,0.98,5409832.02
300.0,3,2,1,Kondapur,Apartment,7,West,5.54,2163110.23
1318.5,1,1,24,Kondapur,Studio,14,North-East,1.29,6277925.38
983.1,3,2,20,Madhapur,Villa,6,South-West,2.52,11413927.42
1328.7,3,3,24,Gachibowli,Apartment,9,North,3.83,10254108.65
1030.9,2,1,17,Kukatpally,Apartment,4,South-West,3.11,4652628.53
1388.6,1,1,34,Kukatpally,Apartment,9,West,7.16,6478704.35
828.4,3,2,1,Banjara Hills,Apartment,23,North,0.79,13742009.61
695.6,1,1,5,Kondapur,Apartment,10,North,6.14,5003076.15
2072.5,2,1,8,Madhapur,Independent House,18,West,5.81,21100573.31
866.7,4,3,27,Gachibowli,Independent House,10,North,7.87,9340328.45
1400.2,5,5,2,Miyapur,Villa,10,North,0.97,9248814.65
1925.0,2,1,4,Kukatpally,Apartment,16,North-East,3.33,12077705.2
1902.9,1,1,25,Miyapur,Apartment,2,North,6.97,7507332.45
1837.2,3,2,14,Miyapur,Apartment,8,East,7.12,8803591.61
1566.6,2,2,24,LB Nagar,Studio,3,North,4.5,3424362.59
1798.2,4,4,12,Uppal,Apartment,4,South-West,4.62,5567866.68
2155.2,3,2,3,Kukatpally,Apartment,17,East,9.65,12418989.87
1633.8,2,1,20,LB Nagar,Apartment,4,South-West,3.26,4176047.63
389.5,3,2,3,Kondapur,Villa,5,East,1.5,3690054.03
1109.3,2,2,16,LB Nagar,Apartment,14,East,9.53,3429098.48
1783.0,3,2,30,Uppal,Independent House,8,East,8.1,6385175.12
1055.1,4,3,6,Miyapur,Independent House,3,West,2.37,4766464.18
2291.1,2,2,7,LB Nagar,Villa,23,North,8.57,9991224.82
1365.3,2,2,33,Kukatpally,Apartment,23,North-East,2.52,6891005.9
1446.9,4,4,10,Miyapur,Apartment,14,South,8.27,7767240.67
2018.6,2,1,13,Madhapur,Apartment,13,South,6.29,18376515.24
1299.4,2,1,23,LB Nagar,Apartment,20,South-West,4.83,3538883.92
1497.0,1,1,4,Kukatpally,Independent House,24,East,9.28,10454309.92
1894.5,2,2,2,Uppal,Apartment,2,West,8.09,6953434.25
590.3,3,3,29,Kondapur,Apartment,2,South-West,1.3,3360680.73
1243.1,2,1,33,Uppal,Apartment,8,North-East,7.06,3598082.95
1856.0,2,2,34,Banjara Hills,Independent House,7,East,7.9,23031366.05
1436.1,2,2,0,Banjara Hills,Apartment,22,West,5.41,22875798.33
2207.0,3,3,18,Kukatpally,Independent House,12,North,2.76,13718212.57
533.2,4,4,29,Miyapur,Apartment,20,East,2.34,2076535.81
470.5,3,3,29,Uppal,Studio,16,South,9.74,1376845.55
1823.3,3,2,12,Kondapur,Independent House,18,South,4.37,16127406.85
1876.2,4,4,17,Miyapur,Apartment,23,North,5.19,8644296.43
1293.7,2,2,5,Kukatpally,Apartment,14,West,5.98,7416167.44
1620.2,2,1,4,LB Nagar,Apartment,19,North,1.01,4546437.56
1809.9,1,1,13,Miyapur,Apartment,6,South-West,0.81,7231614.83
952.4,2,1,8,Kondapur,Apartment,6,North-East,1.98,5780052.37
1011.2,5,5,34,LB Nagar,Studio,14,South-West,0.65,2081052.7
1504.3,2,2,2,Banjara Hills,Independent House,22,South,8.98,25536427.8
1897.2,4,3,18,LB Nagar,Apartment,1,East,1.48,5111093.7
758.7,1,1,19,Gachibowli,Independent House,12,East,2.27,6648906.83
1291.1,2,1,2,Madhapur,Apartment,5,West,5.37,10664829.05
1265.7,2,2,15,Uppal,Studio,22,South,8.96,4061216.69
1629.9,2,1,32,Miyapur,Apartment,12,West,0.49,5898390.65
1395.2,2,2,3,LB Nagar,Independent House,1,West,2.16,4000992.38
1099.8,3,3,5,Miyapur,Villa,0,South-West,7.17,6407975.86
2086.7,3,2,5,Miyapur,Apartment,15,East,5.19,11565837.53
1103.4,4,4,1,Madhapur,Apartment,5,East,5.95,11822849.42
1239.3,4,3,30,Banjara Hills,Apartment,1,North,0.17,13884045.79
524.7,3,3,1,Banjara Hills,Studio,3,North-East,8.67,7205175.17
1007.5,5,5,9,Madhapur,Apartment,3,North-East,5.79,9569950.79
1683.8,1,1,28,Banjara Hills,Independent House,8,West,8.34,20402844.02
1576.3,2,1,34,Kukatpally,Villa,17,West,9.64,9238974.93
1729.7,2,2,5,Uppal,Villa,21,South,7.32,8283141.2
1703.0,3,2,12,LB Nagar,Apartment,13,South-West,0.31,4472137.96
2548.2,3,3,6,Kondapur,Apartment,23,West,7.12,20214051.46
988.7,3,2,6,LB Nagar,Independent House,19,South-West,5.63,3522227.54
509.3,4,4,33,LB Nagar,Apartment,4,North-East,1.04,1280870.65
822.2,2,2,11,Uppal,Studio,18,West,2.7,2463905.85
1013.0,4,3,21,Kondapur,Apartment,5,North-East,1.69,6524414.13
864.1,3,3,5,Madhapur,Apartment,24,South,9.25,8624529.11
1451.5,3,3,9,LB Nagar,Villa,21,East,7.95,6926182.98
2089.0,2,1,12,Gachibowli,Apartment,1,North,7.01,18171510.83
2246.8,2,1,20,Kondapur,Apartment,4,West,7.63,14819955.02
1677.4,2,2,31,Banjara Hills,Apartment,11,East,6.01,23003751.0
2577.7,3,3,8,Uppal,Apartment,18,North,8.55,10543686.21
1204.0,3,2,22,Miyapur,Villa,13,North-East,2.29,6692565.13
502.1,2,1,17,Banjara Hills,Apartment,2,South,2.51,6362877.25
1979.2,3,2,27,Gachibowli,Apartment,15,East,5.92,17184876.07
388.8,3,2,11,Kukatpally,Apartment,16,North-East,8.1,2030354.77
984.7,5,5,14,Kukatpally,Studio,23,East,8.36,5361222.92
1686.1,3,2,21,Uppal,Apartment,6,North,9.76,6160843.79
1343.7,3,2,15,Madhapur,Studio,0,South,7.62,8895208.15
1295.0,3,2,26,LB Nagar,Studio,18,South-West,2.33,3100927.55
750.6,3,2,0,Kondapur,Apartment,17,North-East,2.31,5840052.03
1394.1,2,2,12,Uppal,Villa,12,West,4.46,6110888.19
1952.0,2,1,6,Gachibowli,Independent House,17,North,6.5,22954327.99
1411.0,5,5,5,Banjara Hills,Apartment,4,South-West,5.13,22349072.73
943.4,3,2,1,Banjara Hills,Apartment,3,West,0.67,12985325.55
713.9,3,2,12,Madhapur,Villa,10,South-West,4.82,8935725.04
954.7,3,3,7,LB Nagar,Villa,22,South,8.17,4158658.43
1615.8,3,2,26,Banjara Hills,Villa,12,South,2.4,28158115.08
1589.0,2,1,17,Madhapur,Studio,15,South,6.35,12118496.96
959.7,2,1,27,Banjara Hills,Apartment,24,South-West,2.7,12044010.31
300.0,2,2,30,LB Nagar,Villa,7,North-East,5.56,1007422.1
1631.0,2,2,27,Miyapur,Studio,12,North,7.01,5726635.61
906.3,1,1,14,Uppal,Apartment,17,South,2.07,2744107.3
1779.0,3,2,34,Miyapur,Apartment,3,North-East,7.4,6664804.72
984.1,2,1,13,Miyapur,Apartment,10,South,6.77,4274522.08
856.7,4,3,28,Uppal,Studio,13,East,3.13,2173010.84
1484.2,4,4,6,Banjara Hills,Apartment,7,South-West,8.95,20386787.16
2696.7,2,2,33,Uppal,Independent House,5,West,7.81,9105163.75
1812.0,3,2,10,Miyapur,Apartment,10,South,5.21,8735414.85
1474.9,2,2,21,Miyapur,Apartment,21,South,0.83,5650927.67
1597.4,4,4,12,Kondapur,Independent House,10,East,4.41,13081696.68
436.9,3,2,8,Uppal,Apartment,20,South-West,3.3,1468611.52
782.7,2,1,11,Kondapur,Studio,16,East,2.62,4476894.81
300.0,2,1,21,Banjara Hills,Apartment,3,South-West,6.44,3656979.68
2351.4,4,4,3,LB Nagar,Studio,22,South-West,9.22,7263642.93
2240.1,2,2,6,Gachibowli,Apartment,14,South,1.47,23666888.82
1616.1,4,4,32,Banjara Hills,Studio,14,South-West,7.42,18576800.47
1474.3,2,2,2,Kukatpally,Independent House,17,South-West,6.22,9439541.12
546.6,3,3,25,Gachibowli,Apartment,1,South-West,6.67,5034434.44
1279.4,2,1,10,Uppal,Apartment,6,North-East,8.45,4414348.57
2385.8,1,1,11,Kondapur,Apartment,19,South-West,3.75,15504392.84
1472.3,2,1,12,Banjara Hills,Independent House,15,North-East,5.8,24498725.6
1089.4,2,2,13,LB Nagar,Villa,9,South-West,2.77,4478262.14
433.1,3,2,24,Kukatpally,Apartment,11,East,2.84,2277848.98
2159.2,3,3,28,Madhapur,Apartment,15,North,5.13,16966297.09
1361.5,2,2,12,Miyapur,Independent House,12,North,0.07,5662708.74
433.8,3,3,6,Kukatpally,Apartment,11,South-West,2.48,2546782.79
891.7,1,1,0,Banjara Hills,Independent House,13,North,1.52,13817634.06
697.4,3,2,25,Uppal,Apartment,7,North,1.2,1721568.01
1327.5,4,3,32,Kondapur,Independent House,14,North-East,3.85,8815099.11
1514.0,4,3,1,Miyapur,Studio,17,South,1.04,6125021.13
1123.2,4,4,20,LB Nagar,Apartment,17,South,1.54,3279841.97
1827.4,2,2,7,Kukatpally,Apartment,15,South-West,6.69,11202101.81
1443.3,2,2,7,Miyapur,Apartment,11,North-East,6.51,6285022.07
1984.3,4,3,28,Madhapur,Independent House,16,North-East,9.45,21975125.46
1203.5,2,1,8,Gachibowli,Apartment,18,South-West,9.2,13765111.58
3074.9,1,1,10,Kondapur,Studio,7,East,8.74,16167000.63
1089.5,2,2,4,Uppal,Independent House,12,South,6.91,4325415.75
903.2,3,3,31,Kukatpally,Apartment,16,East,2.67,4497608.7
835.5,3,2,31,Madhapur,Villa,16,North-East,1.78,9136976.54
1284.0,5,4,31,Uppal,Apartment,12,East,9.49,4578712.32
454.3,2,2,8,Uppal,Villa,6,South,9.6,2077147.91
1562.0,2,1,6,LB Nagar,Apartment,22,North-East,5.04,5263209.22
352.1,2,1,32,Madhapur,Independent House,13,South,5.48,3035738.87
1488.9,3,3,21,Miyapur,Studio,13,East,0.05,6057180.73
656.8,2,1,9,Kukatpally,Villa,11,North,1.49,4146827.16
1190.3,5,5,1,Kondapur,Studio,19,North-East,5.46,9988008.01
1732.5,3,2,27,Kondapur,Apartment,7,South-West,1.82,9451035.07
2667.2,3,2,28,Banjara Hills,Villa,23,South-West,4.79,53118798.02
807.1,4,3,0,Madhapur,Independent House,1,North-East,7.95,9183593.57
1317.3,3,3,16,Kukatpally,Independent House,0,West,8.01,6792428.19
1001.9,3,3,16,LB Nagar,Apartment,12,North-East,8.62,3344052.3
921.6,2,2,16,Uppal,Apartment,21,West,2.36,2929989.03
1006.8,4,3,12,Gachibowli,Independent House,0,West,4.32,10640327.46
1853.2,4,3,11,Miyapur,Apartment,16,West,6.27,9305815.85
1131.6,3,3,11,Banjara Hills,Independent House,9,North,5.81,17753550.22
2637.1,2,2,32,Miyapur,Villa,0,South-West,9.99,12798066.63
1628.8,5,4,34,Madhapur,Studio,9,South-West,2.76,11392422.22
844.5,5,5,3,Kondapur,Apartment,16,South-West,0.71,6062495.07
1198.3,3,3,25,Miyapur,Studio,15,South-West,3.88,4067366.18
959.0,5,5,20,Kondapur,Apartment,21,East,5.18,7492047.81
1840.0,3,2,8,Uppal,Apartment,24,South-West,3.87,6919470.35
498.7,2,2,6,Kukatpally,Villa,1,South-West,3.19,2995368.76
662.5,2,2,26,LB Nagar,Apartment,21,North-East,2.57,1688881.7
1074.6,1,1,12,Miyapur,Apartment,0,East,4.27,3492987.53
1775.6,3,3,4,Madhapur,Apartment,24,North-East,6.89,19658970.73
2078.2,3,2,33,Uppal,Apartment,19,North-East,1.49,6473661.85
2159.3,1,1,32,Kondapur,Villa,23,East,8.66,16892464.86
1691.4,2,1,14,Kukatpally,Apartment,1,West,6.41,8607820.41
1354.4,3,3,14,Gachibowli,Apartment,1,North-East,1.07,13443236.74
1837.0,4,3,14,Banjara Hills,Independent House,24,West,0.24,25910933.76
770.5,5,5,6,Kukatpally,Apartment,7,North,0.51,4009903.57
385.4,2,2,3,Gachibowli,Independent House,9,South,0.9,3687357.8
1640.2,4,4,9,LB Nagar,Studio,7,South-West,6.44,4757650.82
846.9,2,1,13,Uppal,Villa,3,West,9.41,3765720.5
1364.1,2,1,5,Miyapur,Studio,1,East,1.33,4494164.65
1465.8,3,3,1,Miyapur,Apartment,3,South-West,2.84,6532878.86
1536.5,2,2,32,Kukatpally,Villa,21,South-West,8.66,10045429.14
1915.8,4,4,30,Banjara Hills,Apartment,0,South-West,5.06,22330131.54
1857.6,2,2,10,Kondapur,Apartment,22,North,4.27,13415660.87
1507.3,2,2,21,Kondapur,Independent House,5,North-East,4.73,9609223.04
1156.9,3,2,4,LB Nagar,Apartment,15,East,1.01,3571804.43
1459.3,1,1,32,Gachibowli,Studio,6,South,2.2,9474922.59
1072.1,2,1,28,Kondapur,Independent House,22,South,9.62,8004464.75
1292.0,2,2,6,Madhapur,Studio,1,South,6.43,9969828.71
2840.0,2,2,7,Gachibowli,Apartment,17,North-East,2.86,30567652.53
1500.2,3,2,11,Banjara Hills,Apartment,23,South-West,9.47,21757579.0
1647.6,2,2,3,Madhapur,Independent House,11,North-East,3.97,18765173.99
1012.0,3,3,12,Banjara Hills,Apartment,11,East,1.41,14119335.21
1961.0,3,3,23,Banjara Hills,Apartment,3,North-East,9.65,25718918.67
1818.1,3,2,25,Madhapur,Independent House,21,North-East,6.66,16929352.68
1822.0,3,2,0,Gachibowli,Studio,23,South,7.53,20933221.21
1518.2,3,2,12,Kukatpally,Independent House,12,South,0.23,10032849.0
1968.8,4,3,29,Banjara Hills,Apartment,17,East,2.83,29966055.2
2099.4,2,2,30,Madhapur,Apartment,18,West,9.45,18602595.2
1555.7,4,3,19,Kondapur,Independent House,8,South-West,1.56,11205107.78
1337.0,1,1,25,LB Nagar,Apartment,0,East,8.73,3745118.27
1892.0,3,2,8,Miyapur,Apartment,3,South-West,7.7,8362270.34
902.7,3,2,30,LB Nagar,Apartment,22,West,3.79,2615842.85
1005.1,2,1,16,Madhapur,Apartment,19,North-East,8.87,9814349.92
1370.7,1,1,24,Kondapur,Apartment,2,West,9.23,9234095.66
442.3,1,1,9,Kondapur,Apartment,20,East,8.67,3575277.76
1855.2,1,1,6,LB Nagar,Independent House,22,South,4.07,6272550.39
870.4,3,2,18,LB Nagar,Apartment,13,North-East,5.87,2959885.1
1140.7,2,2,18,LB Nagar,Independent House,11,East,3.06,3533414.5
1282.7,4,3,20,Uppal,Apartment,24,West,1.3,4128560.21
1421.6,4,3,28,Kukatpally,Studio,21,West,9.02,6545183.55
1211.0,2,1,27,Kukatpally,Apartment,9,South-West,9.81,6153753.34
1362.9,2,2,10,LB Nagar,Apartment,11,West,0.59,3687664.53
1367.2,2,1,16,Madhapur,Apartment,23,East,6.88,12331067.33
1154.1,4,3,2,Madhapur,Apartment,23,South-West,9.49,11648283.16
974.7,2,2,27,LB Nagar,Apartment,15,East,6.08,2627530.19
1994.8,1,1,4,Kondapur,Villa,16,North,0.47,18486949.07
300.0,5,5,2,Gachibowli,Studio,18,West,0.15,3056425.33
1286.9,3,2,18,Kukatpally,Apartment,7,West,5.04,6949421.37
1142.1,2,2,32,Madhapur,Apartment,22,North-East,9.4,10178005.2
1630.3,4,4,13,LB Nagar,Independent House,7,East,2.79,4745515.73
600.1,4,4,6,LB Nagar,Independent House,20,South,3.5,2087081.73
1125.1,3,2,6,Madhapur,Apartment,20,South,7.96,11572869.8
1343.7,2,1,29,Kukatpally,Villa,7,North-East,8.02,9202016.75
1988.5,3,2,23,LB Nagar,Apartment,20,East,9.44,6058589.81
1582.7,2,1,17,Miyapur,Independent House,21,North,8.39,7386516.92
749.1,3,3,32,Gachibowli,Apartment,12,East,5.94,7537693.43
1131.9,2,2,3,Kukatpally,Apartment,13,South-West,9.39,6523962.55
1887.3,3,2,21,Kukatpally,Apartment,12,South-West,6.14,9188094.79
739.6,3,3,12,Miyapur,Villa,1,North,6.02,4259634.71
1356.7,5,5,8,Banjara Hills,Apartment,13,South,0.16,20378933.68
1395.0,4,4,32,Madhapur,Villa,16,East,4.55,15603867.75
1187.8,1,1,33,Uppal,Villa,14,South-West,0.43,4379825.03
2882.7,2,1,29,Gachibowli,Independent House,12,North-East,8.99,28018803.79
1173.0,3,3,5,Madhapur,Apartment,12,East,0.1,10343277.85
1647.4,2,1,25,Madhapur,Apartment,13,South,3.07,13471988.85
978.5,1,1,12,Gachibowli,Apartment,23,West,9.95,8984285.37
1690.3,3,3,13,Gachibowli,Independent House,10,South,7.95,20873054.9
1878.9,2,2,6,Madhapur,Studio,5,South,7.58,13278665.11
1076.6,1,1,20,Uppal,Apartment,1,North,7.13,2937363.06
1369.9,3,3,30,Banjara Hills,Studio,21,North,0.51,15639826.05
907.6,5,4,8,Madhapur,Apartment,4,North-East,2.88,8670239.1
770.6,3,2,18,Banjara Hills,Apartment,10,East,7.98,11252352.83
1970.2,2,1,22,Kukatpally,Apartment,18,East,8.96,9427814.83
1095.3,3,3,22,Madhapur,Independent House,4,North,3.5,9213333.32
300.0,4,3,9,Uppal,Apartment,5,North,2.59,988977.48
2370.9,1,1,1,Kukatpally,Apartment,15,West,2.36,12934073.59
958.8,3,3,29,Uppal,Villa,15,North,5.48,4529127.22
1264.5,3,2,20,Miyapur,Apartment,6,East,2.91,5765721.01
2302.5,3,3,24,Kondapur,Apartment,13,North-East,0.21,14786252.65
1322.0,2,1,18,Uppal,Apartment,17,North-East,3.91,4228719.21
1310.2,4,3,13,Kondapur,Apartment,5,West,5.54,9732369.47
724.5,2,1,8,LB Nagar,Apartment,11,South,6.34,2186425.72
500.8,1,1,23,LB Nagar,Apartment,7,West,3.43,1046139.51
1308.5,1,1,29,Kukatpally,Independent House,23,North,3.14,6082512.42
1599.5,2,1,11,Miyapur,Apartment,9,West,2.84,5649381.53
1568.0,1,1,0,Madhapur,Independent House,21,South-West,6.23,16707032.13
1135.3,3,2,5,Uppal,Apartment,22,North,2.84,4109429.98
1411.1,4,3,20,Miyapur,Apartment,4,South,9.17,5520663.62
389.5,1,1,8,LB Nagar,Apartment,23,West,2.82,1102605.93
1653.1,4,4,28,Madhapur,Apartment,1,South-West,7.91,12098889.81
1488.8,5,5,9,Uppal,Apartment,9,North-East,3.2,5318148.2
2485.5,1,1,17,Kondapur,Apartment,3,East,6.35,14145753.42
1404.1,3,2,7,Gachibowli,Studio,1,West,6.99,12663629.19
881.5,5,5,15,Gachibowli,Villa,13,South,1.74,12465282.69
1372.1,4,3,23,Kukatpally,Apartment,15,North,3.8,8136679.96
1219.7,3,2,27,Madhapur,Independent House,14,North-East,1.28,10629388.68
1639.1,4,4,25,Banjara Hills,Independent House,10,South,5.11,28376681.08
1414.8,3,3,17,Kondapur,Villa,19,South,9.09,14224299.51
707.0,2,1,15,Miyapur,Apartment,12,North,5.96,3016482.81
500.3,2,2,11,Madhapur,Apartment,13,South-West,7.02,5565600.56
1544.6,3,3,34,LB Nagar,Apartment,11,North-East,2.83,3475645.15
2160.7,2,2,25,Uppal,Apartment,5,North-East,4.68,6071136.54
1443.6,2,1,31,Kukatpally,Apartment,16,South,7.41,6367409.8
1847.3,2,1,25,LB Nagar,Studio,20,South,1.31,3709314.34
1957.0,4,3,3,Kondapur,Studio,7,North-East,1.22,9939794.26
1546.7,3,2,9,Gachibowli,Apartment,11,West,2.24,16234769.85
952.0,2,2,16,Banjara Hills,Apartment,22,South,2.37,11921304.0
1507.4,2,1,11,LB Nagar,Apartment,5,East,9.62,4519459.62
2063.9,2,1,31,LB Nagar,Apartment,10,North,1.59,5467464.76
1691.4,1,1,17,Miyapur,Independent House,6,West,1.05,7188448.88
1811.5,3,2,7,Banjara Hills,Apartment,8,West,1.38,26002373.74
1145.6,1,1,20,Madhapur,Villa,11,South,2.03,13368176.79
1288.7,5,4,13,Banjara Hills,Studio,23,North,3.69,19064566.63
1334.7,2,1,4,Banjara Hills,Independent House,0,North,1.97,17262978.87
1371.8,1,1,33,Gachibowli,Independent House,8,South-West,0.88,11951254.89
2042.4,4,4,33,Kukatpally,Apartment,21,North,1.37,9594221.56
300.0,2,1,27,Banjara Hills,Apartment,2,East,7.9,3640469.58
1416.8,2,1,10,LB Nagar,Apartment,12,North-East,5.2,3910916.41
1356.3,1,1,29,Kondapur,Independent House,3,West,7.46,8118751.19
645.7,3,2,10,Madhapur,Apartment,13,South-West,1.77,5741991.68
1769.5,2,2,30,Kukatpally,Villa,17,South,3.05,12439651.03
1001.5,4,3,30,Uppal,Apartment,15,West,9.82,3230512.49
1203.6,3,3,5,Madhapur,Apartment,14,South,0.86,9438378.85
2416.8,4,3,11,Banjara Hills,Apartment,18,South-West,4.39,37596248.74
1955.5,3,2,24,Banjara Hills,Studio,13,South-West,2.96,20229274.29
1716.0,3,2,8,Uppal,Apartment,15,North,0.07,5869701.79
1609.4,3,2,28,Banjara Hills,Apartment,2,East,5.52,20440973.29
1309.4,2,1,23,Miyapur,Apartment,0,East,5.5,4841102.03
2499.7,3,3,7,Kondapur,Independent House,4,South-West,3.2,17667204.07
1841.2,3,2,27,Uppal,Studio,13,South,4.72,4946949.04
987.7,1,1,1,Banjara Hills,Apartment,9,North-East,3.92,14932240.8
629.9,3,3,13,LB Nagar,Studio,9,North-East,4.64,1482229.92
1711.8,2,2,6,Miyapur,Apartment,11,North-East,8.48,8658046.71
1369.3,3,2,0,Kondapur,Independent House,24,South,7.14,11311526.5
614.1,1,1,25,Gachibowli,Apartment,9,North,2.8,5393846.58
1635.7,1,1,5,LB Nagar,Apartment,11,West,2.4,4293710.47
1252.0,1,1,24,Madhapur,Independent House,12,West,7.25,12028084.61
1691.9,2,1,2,Kondapur,Apartment,19,North-East,2.25,12152854.01
1643.0,1,1,31,Kondapur,Apartment,18,East,9.08,10511323.29
1065.5,2,1,34,Gachibowli,Villa,24,East,8.33,14225270.16
1748.1,3,2,11,Kondapur,Studio,15,North-East,2.53,9905523.9
1126.2,2,2,17,Gachibowli,Apartment,23,South,8.02,11704606.38
1161.9,5,4,21,Banjara Hills,Independent House,15,East,1.91,18865739.1
1107.3,4,4,20,Madhapur,Villa,13,East,0.25,12634754.65
2022.0,2,2,0,Banjara Hills,Apartment,13,West,9.61,35210833.03
1245.7,2,1,34,Kondapur,Studio,12,East,7.61,6628510.75
2154.8,2,1,32,Uppal,Apartment,5,West,4.89,5760797.76
2380.9,2,1,17,Gachibowli,Villa,9,North-East,8.43,34711749.73
993.7,3,2,19,Banjara Hills,Apartment,15,South-West,0.76,14058838.8
300.0,3,2,5,Banjara Hills,Apartment,15,West,7.4,4621466.94
1974.5,3,2,26,Kukatpally,Apartment,3,West,9.56,9124363.31
